,State,Year,HC01_VC38,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC46,HC03_VC46,HC01_VC47,HC03_VC47,HC01_VC48,HC03_VC48,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC75,HC03_VC75,HC01_VC76,HC03_VC76,HC01_VC77,HC03_VC77,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC84,HC03_VC84,HC01_VC85,HC03_VC85,HC01_VC86
84,New York,2011,19302448,12768805,66.2,3013740,15.6,67766,0.4,3469,0.0,436,0.0,341,0.0,566,0.0,1415147,7.3,335466,1.7,574870,3.0,110893,0.6,40339,0.2,137503,0.7,32563,0.2,183513,1.0,6706,0.0,2226,0.0,1660,0.0,817,0.0,2003,0.0,1588617,8.2,441667,2.3,123173,0.6,47205,0.2,69231,0.4,19801,0.1,19302448,19302448,13101179,67.9,3239219,16.8,161091,0.8,1530670,7.9,17062,0.1,1726729,8.9,19302448,19302448,3356747,17.4,435820,2.3,1115555,5.8,71778,0.4,1733594
85,North Carolina,2011,9418736,6560948,69.7,2016228,21.4,108960,1.2,13877,0.1,328,0.0,386,0.0,416,0.0,202815,2.2,54722,0.6,34071,0.4,18199,0.2,6284,0.1,20873,0.2,26127,0.3,42539,0.5,4725,0.1,1263,0.0,1452,0.0,537,0.0,1473,0.0,336670,3.6,188390,2.0,58722,0.6,37559,0.4,25614,0.3,16105,0.2,9418736,9418736,6717293,71.3,2114126,22.4,176063,1.9,239276,2.5,10799,0.1,366436,3.9,9418736,9418736,764707,8.1,473528,5.0,69725,0.7,17510,0.2,203944
86,North Dakota,2011,666783,602373,90.3,7231,1.1,35544,5.3,185,0.0,14613,2.2,145,0.0,10435,1.6,6693,1.0,1303,0.2,1735,0.3,789,0.1,567,0.1,473,0.1,886,0.1,940,0.1,348,0.1,138,0.0,42,0.0,30,0.0,138,0.0,3629,0.5,10965,1.6,2105,0.3,5290,0.8,1758,0.3,239,0.0,666783,666783,612819,91.9,9830,1.5,41535,6.2,8883,1.3,852,0.1,4378,0.7,666783,666783,13210,2.0,9955,1.5,1017,0.2,129,0.0,2109
87,Ohio,2011,11525536,9592249,83.2,1395378,12.1,21194,0.2,5892,0.1,912,0.0,318,0.0,844,0.0,190485,1.7,61886,0.5,43519,0.4,18813,0.2,10032,0.1,15784,0.1,14358,0.1,26093,0.2,2162,0.0,917,0.0,834,0.0,38,0.0,373,0.0,94826,0.8,229242,2.0,102954,0.9,47429,0.4,27710,0.2,8280,0.1,11525536,11525536,9801244,85.0,1527573,13.3,90089,0.8,228783,2.0,6967,0.1,117459,1.0,11525536,11525536,345370,3.0,173163,1.5,92771,0.8,7496,0.1,71940
88,Oklahoma,2011,3714520,2743563,73.9,270192,7.3,258295,7.0,95363,2.6,438,0.0,807,0.0,784,0.0,63471,1.7,10393,0.3,9523,0.3,6100,0.2,2067,0.1,5576,0.2,16446,0.4,13366,0.4,4257,0.1,869,0.0,932,0.0,529,0.0,1927,0.1,96773,2.6,277969,7.5,25927,0.7,197326,5.3,12094,0.3,14295,0.4,3714520,3714520,2999487,80.8,321853,8.7,481591,13.0,81085,2.2,8102,0.2,111810,3.0,3714520,3714520,318007,8.6,262756,7.1,11280,0.3,2055,0.1,41916
89,Oregon,2011,3801991,3245856,85.4,68155,1.8,57114,1.5,4075,0.1,1494,0.0,1024,0.0,1404,0.0,139258,3.7,14703,0.4,30442,0.8,15158,0.4,13272,0.3,16284,0.4,27853,0.7,21546,0.6,13447,0.4,3572,0.1,1658,0.0,958,0.0,7259,0.2,143151,3.8,135010,3.6,18597,0.5,49036,1.3,30953,0.8,1707,0.0,3801991,3801991,3370979,88.7,95327,2.5,116035,3.1,180356,4.7,24403,0.6,160758,4.2,3801991,3801991,436806,11.5,369248,9.7,9021,0.2,4491,0.1,54046
90,Pennsylvania,2011,12660739,10473096,82.7,1358759,10.7,18065,0.1,3122,0.0,299,0.0,364,0.0,538,0.0,341880,2.7,100832,0.8,81218,0.6,22557,0.2,6765,0.1,38752,0.3,42558,0.3,49198,0.4,2785,0.0,875,0.0,400,0.0,459,0.0,1051,0.0,250639,2.0,215515,1.7,89168,0.7,29966,0.2,30559,0.2,10994,0.1,12660739,12660739,10657413,84.2,1483063,11.7,70729,0.6,385597,3.0,7976,0.1,286853,2.3,12660739,12660739,690128,5.5,119967,0.9,368672,2.9,18227,0.1,183262
91,Rhode Island,2011,1053959,863294,81.9,62682,5.9,4606,0.4,253,0.0,3,0.0,50,0.0,19,0.0,31476,3.0,4206,0.4,7418,0.7,3236,0.3,416,0.0,2172,0.2,1240,0.1,12788,1.2,459,0.0,133,0.0,236,0.0,0,0.0,90,0.0,66414,6.3,25028,2.4,6693,0.6,3756,0.4,3326,0.3,2178,0.2,1053959,1053959,882780,83.8,75321,7.1,12443,1.2,35731,3.4,1236,0.1,73518,7.0,1053959,1053959,127816,12.1,9713,0.9,32436,3.1,1750,0.2,83917
92,South Carolina,2011,4575864,3075318,67.2,1281627,28.0,14939,0.3,3409,0.1,129,0.0,49,0.0,386,0.0,56575,1.2,13014,0.3,9611,0.2,9811,0.2,2798,0.1,5318,0.1,6243,0.1,9780,0.2,1920,0.0,647,0.0,516,0.0,157,0.0,600,0.0,73405,1.6,72080,1.6,27830,0.6,15841,0.3,9941,0.2,4392,0.1,4575864,4575864,3137730,68.6,1320084,28.8,38361,0.8,70890,1.5,4029,0.1,80960,1.8,4575864,4575864,222550,4.9,134451,2.9,26670,0.6,5347,0.1,56082
93,South Dakota,2011,807697,697042,86.3,9347,1.2,69154,8.6,246,0.0,701,0.1,188,0.0,60999,7.6,7672,0.9,1196,0.1,1192,0.1,1173,0.1,219,0.0,1031,0.1,993,0.1,1868,0.2,197,0.0,39,0.0,154,0.0,0,0.0,4,0.0,6834,0.8,17451,2.2,2794,0.3,9503,1.2,1335,0.2,503,0.1,807697,807697,712940,88.3,13777,1.7,80725,10.0,9605,1.2,590,0.1,8664,1.1,807697,807697,21539,2.7,14779,1.8,1380,0.2,110,0.0,5270
94,Tennessee,2011,6297991,4949985,78.6,1048714,16.7,15285,0.2,5005,0.1,403,0.0,185,0.0,450,0.0,90471,1.4,21141,0.3,15373,0.2,9545,0.2,4282,0.1,10686,0.2,10131,0.2,19313,0.3,3097,0.0,951,0.0,749,0.0,553,0.0,844,0.0,89351,1.4,101088,1.6,31996,0.5,32727,0.5,12580,0.2,3725,0.1,6297991,6297991,5042210,80.1,1091835,17.3,56291,0.9,107917,1.7,5673,0.1,101772,1.6,6297991,6297991,277011,4.4,183406,2.9,20075,0.3,7614,0.1,65916
95,Texas,2011,24774187,18093212,73.0,2917108,11.8,125101,0.5,17632,0.1,1193,0.0,2358,0.0,1901,0.0,939558,3.8,239174,1.0,159641,0.6,101737,0.4,18730,0.1,66177,0.3,212095,0.9,142004,0.6,19966,0.1,5480,0.0,6303,0.0,2069,0.0,6114,0.0,2155160,8.7,524082,2.1,106745,0.4,112801,0.5,77796,0.3,17825,0.1,24774187,24774187,18545724,74.9,3087958,12.5,281973,1.1,1055155,4.3,36114,0.1,2321055,9.4,24774187,24774187,9216240,37.2,8026675,32.4,126065,0.5,42989,0.2,1020511
96,Utah,2011,2715379,2426175,89.3,29056,1.1,30842,1.1,1100,0.0,256,0.0,16068,0.6,528,0.0,54866,2.0,5299,0.2,11547,0.4,6133,0.2,7163,0.3,6401,0.2,7247,0.3,11076,0.4,25137,0.9,2404,0.1,471,0.0,9360,0.3,12902,0.5,88966,3.3,60337,2.2,9248,0.3,12590,0.5,15015,0.6,763,0.0,2715379,2715379,2481444,91.4,41302,1.5,46661,1.7,74418,2.7,34775,1.3,100594,3.7,2715379,2715379,344014,12.7,258745,9.5,6595,0.2,2075,0.1,76599
97,Vermont,2011,624958,596736,95.5,5464,0.9,1802,0.3,64,0.0,13,0.0,27,0.0,11,0.0,7544,1.2,1198,0.2,1870,0.3,354,0.1,332,0.1,990,0.2,1228,0.2,1572,0.3,155,0.0,29,0.0,27,0.0,13,0.0,86,0.0,2116,0.3,11141,1.8,2622,0.4,5047,0.8,2021,0.3,118,0.0,624958,624958,607498,97.2,8729,1.4,7363,1.2,9974,1.6,395,0.1,2721,0.4,624958,624958,9451,1.5,2811,0.4,2424,0.4,601,0.1,3615
98,Virginia,2011,7926192,5526985,69.7,1545568,19.5,25665,0.3,4326,0.1,614,0.0,624,0.0,482,0.0,430227,5.4,101686,1.3,58990,0.7,64678,0.8,10549,0.1,71247,0.9,56220,0.7,66857,0.8,5295,0.1,1390,0.0,1589,0.0,706,0.0,1610,0.0,194281,2.5,198171,2.5,59138,0.7,25022,0.3,49405,0.6,9905,0.1,7926192,7926192,5694388,71.8,1638007,20.7,72424,0.9,498649,6.3,12872,0.2,225001,2.8,7926192,7926192,604882,7.6,155858,2.0,73427,0.9,14853,0.2,360744
99,Washington,2011,6652845,5256224,79.0,233549,3.5,94243,1.4,4810,0.1,2684,0.0,1509,0.0,2278,0.0,470798,7.1,55775,0.8,97567,1.5,87504,1.3,36723,0.6,62250,0.9,63998,1.0,66981,1.0,37084,0.6,5260,0.1,9298,0.1,12478,0.2,10048,0.2,268032,4.0,292915,4.4,52810,0.8,71780,1.1,78001,1.2,5866,0.1,6652845,6652845,5517814,82.9,315838,4.7,191648,2.9,581005,8.7,64363,1.0,304029,4.6,6652845,6652845,725373,10.9,592406,8.9,26346,0.4,6650,0.1,99971
100,West Virginia,2011,1846372,1736461,94.0,58296,3.2,3052,0.2,1103,0.1,198,0.0,0,0.0,153,0.0,11809,0.6,2942,0.2,2724,0.1,1686,0.1,633,0.0,875,0.0,967,0.1,1982,0.1,456,0.0,315,0.0,93,0.0,10,0.0,38,0.0,4215,0.2,32083,1.7,11160,0.6,13801,0.7,2622,0.1,1024,0.1,1846372,1846372,1766786,95.7,72119,3.9,19408,1.1,15274,0.8,1017,0.1,5795,0.3,1846372,1846372,22007,1.2,9569,0.5,3565,0.2,776,0.0,8097
101,Wisconsin,2011,5664893,4941085,87.2,352620,6.2,48741,0.9,857,0.0,14972,0.3,214,0.0,700,0.0,125630,2.2,21305,0.4,18538,0.3,8191,0.1,2449,0.0,8760,0.2,4188,0.1,62199,1.1,1503,0.0,536,0.0,374,0.0,67,0.0,526,0.0,93948,1.7,101366,1.8,31555,0.6,25429,0.4,16430,0.3,4037,0.1,5664893,5664893,5032908,88.8,396388,7.0,84121,1.5,146038,2.6,3942,0.1,109691,1.9,5664893,5664893,324238,5.7,241441,4.3,42618,0.8,3287,0.1,36892
102,Wyoming,2011,554697,506661,91.3,4309,0.8,12752,2.3,222,0.0,529,0.1,324,0.1,1127,0.2,3985,0.7,628,0.1,637,0.1,1106,0.2,586,0.1,454,0.1,161,0.0,413,0.1,204,0.0,84,0.0,43,0.0,17,0.0,60,0.0,11907,2.1,14879,2.7,1773,0.3,7672,1.4,1486,0.3,104,0.0,554697,554697,520967,93.9,6601,1.2,20961,3.8,5788,1.0,625,0.1,15151,2.7,554697,554697,46391,8.4,33193,6.0,766,0.1,251,0.0,12181
103,Puerto Rico,2011,3742586,2695914,72.0,274200,7.3,7554,0.2,0,0.0,0,0.0,98,0.0,16,0.0,11701,0.3,9165,0.2,1553,0.0,102,0.0,55,0.0,120,0.0,119,0.0,587,0.0,77,0.0,14,0.0,40,0.0,0,0.0,23,0.0,376859,10.1,376281,10.1,345191,9.2,1118,0.0,1008,0.0,1006,0.0,3742586,3742586,3065079,81.9,632755,16.9,15217,0.4,14359,0.4,403,0.0,399044,10.7,3742586,3742586,3697954,98.8,10423,0.3,3575040,95.5,17419,0.5,95072
104,Alabama,2012,4777326,3321318,69.5,1256097,26.3,26166,0.5,9604,0.2,268,0.0,143,0.0,339,0.0,54923,1.1,12413,0.3,10431,0.2,5642,0.1,2299,0.0,7928,0.2,8017,0.2,8193,0.2,1298,0.0,472,0.0,435,0.0,149,0.0,242,0.0,50685,1.1,66839,1.4,19957,0.4,23951,0.5,7384,0.2,3937,0.1,4777326,4777326,3379235,70.7,1285740,26.9,57219,1.2,66512,1.4,2901,0.1,56469,1.2,4777326,4777326,182268,3.8,127306,2.7,12386,0.3,3657,0.1,38919
105,Alaska,2012,711139,477985,67.2,24219,3.4,98976,13.9,980,0.1,271,0.0,347,0.0,435,0.1,37968,5.3,673,0.1,1846,0.3,20571,2.9,1671,0.2,4312,0.6,1307,0.2,7588,1.1,7363,1.0,817,0.1,259,0.0,5171,0.7,1116,0.2,7836,1.1,56792,8.0,4953,0.7,31528,4.4,6978,1.0,2392,0.3,711139,711139,527814,74.2,34752,4.9,137862,19.4,49781,7.0,10758,1.5,11075,1.6,711139,711139,40371,5.7,22618,3.2,4920,0.7,1087,0.2,11746
106,Arizona,2012,6410979,5085954,79.3,262284,4.1,283805,4.4,3151,0.0,996,0.0,141494,2.2,1807,0.0,177598,2.8,36075,0.6,36945,0.6,34100,0.5,10247,0.2,16598,0.3,22192,0.3,21441,0.3,12506,0.2,4772,0.1,1686,0.0,1782,0.0,4266,0.1,408851,6.4,179981,2.8,34289,0.5,39972,0.6,34986,0.5,4839,0.1,6410979,6410979,5241147,81.8,313735,4.9,340022,5.3,227957,3.6,24520,0.4,455347,7.1,6410979,6410979,1902946,29.7,1724678,26.9,32463,0.5,9485,0.1,136320
107,Arkansas,2012,2916372,2285577,78.4,453062,15.5,17390,0.6,7306,0.3,115,0.0,43,0.0,219,0.0,35744,1.2,7781,0.3,4391,0.2,4445,0.2,1275,0.0,2345,0.1,5424,0.2,10083,0.3,5516,0.2,693,0.0,199,0.0,203,0.0,4421,0.2,62979,2.2,56104,1.9,13610,0.5,26120,0.9,5133,0.2,1570,0.1,2916372,2916372,2337691,80.2,471569,16.2,47333,1.6,42765,1.5,6973,0.2,68931,2.4,2916372,2916372,185239,6.4,144586,5.0,5241,0.2,860,0.0,34552
108,California,2012,37325068,23252553,62.3,2254160,6.0,291505,0.8,23701,0.1,3033,0.0,7918,0.0,4501,0.0,4921543,13.2,536738,1.4,1286510,3.4,1204556,3.2,281570,0.8,452547,1.2,594930,1.6,564692,1.5,144236,0.4,22994,0.1,24781,0.1,38741,0.1,57720,0.2,4914220,13.2,1546851,4.1,200478,0.5,246172,0.7,412718,1.1,39546,0.1,37325068,37325068,24535918,65.7,2645965,7.1,680400,1.8,5545814,14.9,269476,0.7,5334489,14.3,37325068,37325068,14024109,37.6,11727067,31.4,189764,0.5,85124,0.2,2022154
109,Colorado,2012,5042853,4243753,84.2,201424,4.0,49099,1.0,3534,0.1,822,0.0,7214,0.1,3678,0.1,136882,2.7,19171,0.4,25067,0.5,13906,0.3,11297,0.2,20900,0.4,22092,0.4,24449,0.5,6034,0.1,1665,0.0,1596,0.0,937,0.0,1836,0.0,238833,4.7,166828,3.3,30219,0.6,43704,0.9,34320,0.7,3020,0.1,5042853,5042853,4393408,87.1,248729,4.9,106437,2.1,185077,3.7,13851,0.3,275841,5.5,5042853,5042853,1040478,20.6,797148,15.8,24194,0.5,5838,0.1,213298
110,Connecticut,2012,3572213,2802217,78.4,355660,10.0,8531,0.2,535,0.0,61,0.0,14,0.0,116,0.0,138355,3.9,47750,1.3,31722,0.9,11762,0.3,4025,0.1,8699,0.2,9765,0.3,24632,0.7,1472,0.0,446,0.0,418,0.0,247,0.0,361,0.0,178260,5.0,87718,2.5,28486,0.8,11247,0.3,13007,0.4,4660,0.1,3572213,3572213,2874530,80.5,402249,11.3,30710,0.9,156916,4.4,3616,0.1,200109,5.6,3572213,3572213,480185,13.4,49121,1.4,262095,7.3,10346,0.3,158623
111,Delaware,2012,900131,634259,70.5,192629,21.4,2877,0.3,451,0.1,0,0.0,45,0.0,97,0.0,29177,3.2,11346,1.3,6973,0.8,3792,0.4,594,0.1,1584,0.2,1580,0.2,3308,0.4,377,0.0,189,0.0,29,0.0,50,0.0,109,0.0,19896,2.2,20916,2.3,8782,1.0,2984,0.3,3203,0.4,1231,0.1,900131,900131,652133,72.4,205367,22.8,8109,0.9,33756,3.8,857,0.1,22545,2.5,900131,900131,73230,8.1,30276,3.4,22795,2.5,1680,0.2,18479
112,District of Columbia,2012,605759,239413,39.5,309263,51.1,2143,0.4,239,0.0,12,0.0,45,0.0,24,0.0,21440,3.5,4912,0.8,5506,0.9,2686,0.4,984,0.2,2331,0.4,1680,0.3,3341,0.6,312,0.1,61,0.0,27,0.0,0,0.0,224,0.0,20652,3.4,12536,2.1,3232,0.5,608,0.1,3412,0.6,1126,0.2,605759,605759,248485,41.0,316435,52.2,5007,0.8,26420,4.4,866,0.1,22441,3.7,605759,605759,56259,9.3,8939,1.5,3355,0.6,1920,0.3,42045
113,Florida,2012,18885152,14438364,76.5,3005551,15.9,58119,0.3,9802,0.1,1177,0.0,611,0.0,1546,0.0,464587,2.5,127261,0.7,76109,0.4,88709,0.5,13705,0.1,25397,0.1,66017,0.3,67389,0.4,11575,0.1,3222,0.0,2589,0.0,1322,0.0,4442,0.0,497053,2.6,409903,2.2,128137,0.7,64582,0.3,66627,0.4,10829,0.1,18885152,18885152,14780950,78.3,3198937,16.9,149530,0.8,572288,3.0,29054,0.2,591432,3.1,18885152,18885152,4247427,22.5,619922,3.3,859957,4.6,1240414,6.6,1527134
114,Georgia,2012,9714569,5903173,60.8,2970481,30.6,24937,0.3,6140,0.1,181,0.0,274,0.0,445,0.0,318530,3.3,92835,1.0,48995,0.5,20316,0.2,8200,0.1,55451,0.6,46352,0.5,46381,0.5,4498,0.0,1230,0.0,990,0.0,1269,0.0,1009,0.0,314447,3.2,178503,1.8,60428,0.6,27799,0.3,28552,0.3,9064,0.1,9714569,9714569,6049315,62.3,3067351,31.6,72010,0.7,364252,3.7,10709,0.1,344390,3.5,9714569,9714569,853602,8.8,521545,5.4,77336,0.8,26491,0.3,228230
115,Hawaii,2012,1362730,339079,24.9,22399,1.6,3079,0.2,439,0.0,49,0.0,390,0.0,43,0.0,527745,38.7,2280,0.2,57044,4.2,195993,14.4,186988,13.7,24466,1.8,9409,0.7,51565,3.8,133873,9.8,79749,5.9,2002,0.1,18497,1.4,33625,2.5,16244,1.2,320311,23.5,4849,0.4,9537,0.7,69537,5.1,931,0.1,1362730,1362730,575503,42.2,41233,3.0,33199,2.4,778413,57.1,346900,25.5,34803,2.6,1362730,1362730,122882,9.0,37103,2.7,41732,3.1,1972,0.1,42075
116,Idaho,2012,1567803,1445289,92.2,8821,0.6,19376,1.2,919,0.1,396,0.0,705,0.0,405,0.0,19097,1.2,2310,0.1,3890,0.2,2430,0.2,2998,0.2,2116,0.1,1332,0.1,4021,0.3,2213,0.1,586,0.0,493,0.0,229,0.0,905,0.1,33827,2.2,39180,2.5,4927,0.3,15445,1.0,8435,0.5,335,0.0,1567803,1567803,1482663,94.6,15737,1.0,36899,2.4,29822,1.9,5146,0.3,39332,2.5,1567803,1567803,175512,11.2,152159,9.7,3788,0.2,741,0.0,18824
117,Illinois,2012,12823860,9298731,72.5,1860471,14.5,26669,0.2,3195,0.0,1077,0.0,343,0.0,948,0.0,595110,4.6,190698,1.5,111793,0.9,113329,0.9,17788,0.1,62726,0.5,26026,0.2,72750,0.6,2907,0.0,879,0.0,790,0.0,400,0.0,838,0.0,789345,6.2,250627,2.0,77230,0.6,34081,0.3,53510,0.4,8025,0.1,12823860,12823860,9515574,74.2,1968892,15.4,80552,0.6,668032,5.2,10006,0.1,846689,6.6,12823860,12823860,2027384,15.8,1612291,12.6,184205,1.4,24003,0.2,206885
118,Indiana,2012,6485530,5500814,84.8,582691,9.0,15241,0.2,2956,0.0,719,0.0,291,0.0,761,0.0,102713,1.6,26979,0.4,25240,0.4,10164,0.2,4672,0.1,10665,0.2,6707,0.1,18286,0.3,1533,0.0,532,0.0,325,0.0,234,0.0,442,0.0,145911,2.2,136627,2.1,52914,0.8,32143,0.5,17898,0.3,4413,0.1,6485530,6485530,5625415,86.7,649779,10.0,57575,0.9,125572,1.9,4056,0.1,167231,2.6,6485530,6485530,389094,6.0,300571,4.6,30295,0.5,4539,0.1,53689
119,Iowa,2012,3047646,2793432,91.7,88664,2.9,9708,0.3,559,0.0,266,0.0,89,0.0,1517,0.0,54262,1.8,10139,0.3,10283,0.3,3620,0.1,1078,0.0,6530,0.2,10459,0.3,12153,0.4,1308,0.0,437,0.0,79,0.0,94,0.0,698,0.0,44227,1.5,56045,1.8,19878,0.7,15450,0.5,7990,0.3,1169,0.0,3047646,3047646,2846133,93.4,113518,3.7,29127,1.0,64532,2.1,2912,0.1,51283,1.7,3047646,3047646,151027,5.0,117897,3.9,5361,0.2,1395,0.0,26374
120,Kansas,2012,2851183,2435253,85.4,164177,5.8,23435,0.8,4967,0.2,187,0.0,986,0.0,1005,0.0,68683,2.4,13268,0.5,12232,0.4,6054,0.2,1938,0.1,5212,0.2,14770,0.5,15209,0.5,1603,0.1,443,0.0,348,0.0,349,0.0,463,0.0,69337,2.4,88695,3.1,26315,0.9,28534,1.0,10366,0.4,5016,0.2,2851183,2851183,2514124,88.2,202415,7.1,61477,2.2,83116,2.9,3893,0.1,80559,2.8,2851183,2851183,298636,10.5,253488,8.9,9002,0.3,2794,0.1,33352
121,Kentucky,2012,4340167,3823344,88.1,339228,7.8,8607,0.2,3049,0.1,262,0.0,226,0.0,222,0.0,49681,1.1,11149,0.3,10044,0.2,4821,0.1,4804,0.1,4822,0.1,5479,0.1,8562,0.2,2370,0.1,806,0.0,541,0.0,545,0.0,478,0.0,42557,1.0,74380,1.7,34118,0.8,16834,0.4,8236,0.2,1948,0.0,4340167,4340167,3892200,89.7,381051,8.8,30653,0.7,60920,1.4,4056,0.1,50256,1.2,4340167,4340167,131039,3.0,80697,1.9,11913,0.3,10430,0.2,27999
122,Louisiana,2012,4529605,2856883,63.1,1450992,32.0,28702,0.6,3191,0.1,135,0.0,290,0.0,212,0.0,71460,1.6,9021,0.2,10891,0.2,6279,0.1,1501,0.0,3769,0.1,30254,0.7,9745,0.2,1826,0.0,597,0.0,361,0.0,300,0.0,568,0.0,49758,1.1,69984,1.5,22711,0.5,18594,0.4,7856,0.2,4166,0.1,4529605,4529605,2916994,64.4,1486329,32.8,56217,1.2,83478,1.8,3926,0.1,59121,1.3,4529605,4529605,192582,4.3,79265,1.7,11696,0.3,11367,0.3,90254
123,Maine,2012,1329084,1266435,95.3,14338,1.1,7168,0.5,249,0.0,109,0.0,24,0.0,108,0.0,13971,1.1,1642,0.1,3443,0.3,1919,0.1,647,0.0,1404,0.1,2263,0.2,2653,0.2,288,0.0,123,0.0,60,0.0,25,0.0,80,0.0,3356,0.3,23528,1.8,4048,0.3,12366,0.9,3736,0.3,334,0.0,1329084,1329084,1288690,97.0,20060,1.5,20931,1.6,18570,1.4,964,0.1,4715,0.4,1329084,1329084,17241,1.3,5176,0.4,4997,0.4,738,0.1,6330
124,Maryland,2012,5785496,3408049,58.9,1700174,29.4,17323,0.3,2283,0.0,278,0.0,539,0.0,107,0.0,323363,5.6,78975,1.4,71882,1.2,46195,0.8,6449,0.1,47742,0.8,26324,0.5,45796,0.8,2419,0.0,858,0.0,519,0.0,193,0.0,849,0.0,181612,3.1,152556,2.6,49857,0.9,17468,0.3,30713,0.5,11508,0.2,5785496,5785496,3529811,61.0,1784111,30.8,55790,1.0,371571,6.4,6951,0.1,203625,3.5,5785496,5785496,472285,8.2,87740,1.5,41841,0.7,10782,0.2,331922
125,Massachusetts,2012,6560595,5310948,81.0,446347,6.8,12908,0.2,1028,0.0,206,0.0,167,0.0,100,0.0,357354,5.4,74520,1.1,129975,2.0,12063,0.2,9038,0.1,24158,0.4,45031,0.7,62569,1.0,1576,0.0,469,0.0,210,0.0,235,0.0,662,0.0,263643,4.0,167819,2.6,68123,1.0,19287,0.3,30102,0.5,3964,0.1,6560595,6560595,5456897,83.2,537235,8.2,43253,0.7,396596,6.0,5985,0.1,298390,4.5,6560595,6560595,630406,9.6,39131,0.6,266124,4.1,11226,0.2,313925
126,Michigan,2012,9897264,7852317,79.3,1391269,14.1,55723,0.6,3603,0.0,23343,0.2,346,0.0,731,0.0,245587,2.5,82036,0.8,45306,0.5,24573,0.2,11952,0.1,24493,0.2,17045,0.2,40182,0.4,2678,0.0,917,0.0,409,0.0,613,0.0,739,0.0,115310,1.2,234380,2.4,79021,0.8,56227,0.6,34576,0.3,13461,0.1,9897264,9897264,8058313,81.4,1505521,15.2,140127,1.4,291586,2.9,7660,0.1,144656,1.5,9897264,9897264,438398,4.4,329035,3.3,38705,0.4,8844,0.1,61814
127,Minnesota,2012,5313081,4570137,86.0,271953,5.1,56770,1.1,720,0.0,33997,0.6,226,0.0,5774,0.1,216159,4.1,33756,0.6,26121,0.5,8858,0.2,4208,0.1,16368,0.3,24813,0.5,102035,1.9,2087,0.0,656,0.0,215,0.0,462,0.0,754,0.0,71621,1.3,124354,2.3,40362,0.8,30474,0.6,25723,0.5,4371,0.1,5313081,5313081,4683362,88.1,326934,6.2,99449,1.9,248189,4.7,6030,0.1,83047,1.6,5313081,5313081,250025,4.7,178714,3.4,12019,0.2,3095,0.1,56197
128,Mississippi,2012,2967620,1768530,59.6,1101849,37.1,13344,0.4,915,0.0,84,0.0,132,0.0,236,0.0,26403,0.9,5237,0.2,5667,0.2,3993,0.1,766,0.0,1861,0.1,6661,0.2,2218,0.1,345,0.0,158,0.0,98,0.0,35,0.0,54,0.0,23653,0.8,33496,1.1,11255,0.4,10518,0.4,3466,0.1,1989,0.1,2967620,2967620,1797870,60.6,1118378,37.7,27457,0.9,31452,1.1,1004,0.0,27162,0.9,2967620,2967620,78634,2.6,51914,1.7,7178,0.2,2001,0.1,17541
129,Missouri,2012,5982413,4972530,83.1,689683,11.5,22704,0.4,7397,0.1,368,0.0,413,0.0,901,0.0,96035,1.6,21881,0.4,22197,0.4,11619,0.2,3228,0.1,9469,0.2,14048,0.2,13593,0.2,5812,0.1,806,0.0,626,0.0,1494,0.0,2886,0.0,61349,1.0,134300,2.2,40297,0.7,44981,0.8,19806,0.3,6370,0.1,5982413,5982413,5093436,85.1,746117,12.5,80300,1.3,122288,2.0,9738,0.2,72892,1.2,5982413,5982413,212152,3.5,149941,2.5,12653,0.2,4895,0.1,44663
130,Montana,2012,990785,887924,89.6,4145,0.4,62398,6.3,879,0.1,3101,0.3,495,0.0,5445,0.5,6034,0.6,616,0.1,1143,0.1,1179,0.1,953,0.1,804,0.1,366,0.0,973,0.1,674,0.1,421,0.0,83,0.0,72,0.0,98,0.0,5731,0.6,23879,2.4,2462,0.2,14501,1.5,3350,0.3,198,0.0,990785,990785,911046,92.0,7606,0.8,78327,7.9,10464,1.1,1641,0.2,7161,0.7,990785,990785,28984,2.9,20203,2.0,1156,0.1,533,0.1,7092
